id,titulo,ref,tipo,categoria,descricao,disponibilidade,preco,razao_social,cnpj,constituicao,tributacao,ativos,valor_estoque,produtos,servicos,fundacao,motivo_venda,vol_vendas_a_1,vol_vendas_a_2,vol_vendas_a_3,faturamento_mensal,lucro_bruto,margem_lucro,lucro_liquido,imovel,endividamento,condicoes_venda,numero_funcionarios,diferencial,endereco,endereco_complemento,endereco_bairro,cidade,estado,pais,_contato_responsavel,_contato_telefone,_contato_email,_contato_skype
687,CAFETERIA/BISTRÔ,0590,Cafeteria,Comércio,,0,220000,,,"Sociedade Limitada",Simples,"Móveis e cadeiras (italianas) de alto padrão, exibidores de vidro, geladeiras para cervejas e refrigerantes, freezers, 3 aparelhos split (sendo 1 na cozinha).",4000,"Croissants, quiches, Tortas, vários doces e salgados, salada, massas, escondidinho, sopas, sucos naturais, refrigerantes, cervejas, vinhos, milkshakes e smoothies.",,2011,"Estou negociando o meu retorno ao mercado de trabalho. O filho pretende cursar uma universidade fora da cidade, assim que vendermos a cafeteria. Como não pretendemos colocar ninguém de 
fora da família para administrá-la, queremos vendê-la
",34000,275000,347000,29000,9000,14,4000,2,"R$ 40.000,00","Não queremos ter participação no controle da empresa. 100% em dinheiro
",6,"Considerada uma das melhores cafeterias do sul do Brasil, temos produtos diferenciados. Local de alto padrão localizado no melhor ponto da praia, numa região em franco crescimento, e que irá 
aumentar depois da conclusão da ponte Anita Garibaldi na BR-101",LAGUNA,,,"Litoral Sul","Santa Catarina",Brasil,,,,
688,"IND. DE ESTRUTURAS METÁLICAS",0591,"Metal mecânico",Indústria,,0,1100000,"Nilmix ",14.461.570/0001-93,"Sociedade Simples",Simples,"Mais de R$ 400.000,00  em equipamentos.",50000,,,2011,"Queremos sócio administrativo e financeiro, e que tenha capital para suprimos a demanda que vem crescendo muito e não damos conta de entregar os pedidos devido a falta de capital de giro.",350000,480000,3937975,320000,250000,35,110000,2,"Pouca coisa com fornecedores, cerca de 110.000,00 contudo temos mais de 250.000,00 para receber.","Preciso de sócios este valor corresponde a 33% da sociedade ao qual será todo investido no próprio negócios para capital de giro, pois descontamos as duplicatas e perdemos mais de 40 mil mês de lucro.",23,"É a unica empresa instalada em Santa Catarina onde foi criada e pensada para atender todo território Nacional.","Dorothóvio do Nascimento nª 700",Galpão,"zona industrial norte ",Joinville,"Santa Catarina",Brasil,"Nilsa Maria ","(47) 3424 1790 ou (47) 3418 3733",rosiane.nilmix@hotmail.com,
689,"AZEPLAN ENGENHARIA",,Construtoras,Serviços,,0,40000,"AZEPLAN ENGENHARIA E GERENCIAMENTO DE PROJETOS LTDA",10.723.326/0001-09,"Sociedade Limitada","Lucro Presumido",,,,,2009,"Rompimento de sociedade",200000,300000,100000,12000,12000,40,,2,"0,00","A vista",,,"RUA COELHO NETO, 650 -SL 01","SALA 01","SANTO ANTONIO",Joinville,"Santa Catarina",Brasil,"RONALDO APARECIDO DE AZEVEDO","47 30292778",ronaldo@paleta.eng.br,ronaldo.azevedo31
690,"Academia Florianópolis",,"Agência de Turismo",Serviços,,0,1300000,"MCFR Academia de Ginástica Ltda",04.656.865/0001-61,"Sociedade Limitada","Lucro Presumido","Área específica Treinam Funcional. + de 100 Equip Cardio, Máquinas e acessórios. + de 100 itens equip Ginástica. Studio Pilates completo. 06 computadores tela Lcd. 03 impressoras térmicas. 01 impressora padrão. 10 Aparelhos Ar Condicionado. 02 TVs 42"",,,"Ginástica, Dança, Spinning, Musculação, Dança Infantil (terceir), Jiu-Jitsu (terceir), Muay-Thai (Terceir)",2002,"Esta academia está em pleno vapor. Tenho outra academia que é muito grande e não estou mais dando conta das duas.",1260000,1380000,1440000,120000,25000,21,20000,2,,"1ª parcela de 950 e o restante na 2ª parcela. Ou 2ª parcela dividida em 2x. Depende da proposta do comprador. Se permanecer CNPJ existente, o valor total da venda cairá e o valor da 1ª parcela também.",17,"A Racer Academia está há 28 anos no mercado e é referência em atendimento e credibilidade, com média mensal de 973 alunos ativos e pagantes nos últimos 03 anos, somente nesta unidade do Centro.","Rua Esteves Júnior","número 567",Centro,Florianópolis,"Santa Catarina",Brasil,"Gulberto Barbedo Zacouteguy","(48) 99736275",racer@raceracademia.com.br,gibazacouteguy
691,"Ferramentaria ",,Equipamentos,Indústria,,0,390000,"Industria de Ferramentaria Beckert Ltda ",06.233.482/0001-06,"Sociedade Simples",Simples,"Fresadora ferramenteira convencional,torno,bancadas e ferramentas .",,"MOLDE DE EXTRUSÃO E USINAGEM  ","MOLDE DE EXTRUSÃO , USINAGEM  ",2004,"Desfazendo Sociedade ",785000,850000,650000,60000,15000,60,,2,,"Aceita-se Imóvel , dinheiro.",,"10 anos no mercado sem restrição.","Rua Almirante Jaceguay,3521",,"Costa e Silva ",Joinville,"Santa Catarina",Brasil,Marlete,"047 91983603",financeirobckert@terra.com.br,
692,Balanças,,Outras,Serviços,,0,0,"RC Nuhs Comécio LTDA",81.027.062/0001-99,"Sociedade Limitada",Simples,.,40000,"Venda de Balanças de todos os portes, peças e acessórios.","Manutenções e calibrações em balanças de até 120.000kg com emissão de certificados para ISO 9001, manutenções am balanças de concreteiras, eletrônicas, mecânicas, laboratório, industriais, rodoviárias, ferroviárias, industria naval",1989,"Venda para sócio interessado",0,"587914,93","568302,19",60000,5000,60,5000,1,.,"A vista",4,"Em Blumenau somos a unica empresa autorizada pelo Imetro/SC com capacidade até 120.000kg, sendo outras do mesmo porte sendo: uma em Itajai e outra em Joinville.","Rua: Fides Deeke, 55",Casa,"Itoupava Seca",Blumenau,"Santa Catarina",Brasil,"Diego Toni","(47) 9983-1324",rc.diego@terra.com.br,
693,"Importadora de artigos de decoração com estoque e radar próprio",,Distribuidoras,Comércio,,0,2600000,"ART IN DOMUS COMERCIAL IMPORTADORA LTDA",12.694.870/0001-97,"Sociedade Limitada",Simples,"Caminhonete Chevrolet Montana 2011 quitada, equipamentos eletrônicos de uso em escritório, estoque",540000,"Vasos vietnamitas originais para decoração e paisagismo",,2010,"Mudança para o exterior",650000,1100000,1430000,120000,75000,40,50000,2,zero,"Venda total, à vista, não aceito permuta ou parcelamento. Negocio valor.",3,"- Baixa concorrência
- Altas margens de lucro
- Grande potencial de expansão
- Possível ampliar mix de produtos
- Contas a receber + capital em caixa = aprox R$250.000,00
- Baixo custo operacional
- Zero ônus/dívida
- Contabilidade/Docs 100% OK","RUA DARIO FREIRE MEIRELLES, 195",,"CHÁCARA CAMPO DOS AMARAIS",Outras,"São Paulo",Brasil,"FABIO NAVARRO","(19) 7806-4705",fcnavarro@yahoo.com,
694,"Empresa de Transporte ",,Transportes,Serviços,,0,1500000,"Teet transportes Ltda ",01.417.936/0001-85,"Sociedade Simples","Lucro Real",,,,,,,1440000,1560000,1800000,150000,30000,20,,2,,,20,"Fácil de gerênciar , bom lucros mensais .","Rua Aristides lobo ",186,"Rio comprido",Outras,"Rio de Janeiro",Brasil,"Luiz Henrique Guarçoni ",2178348150,Brunocoviello@msn.com,
695,"ACADEMIA DE MUSCULAÇÃO",,Outras,Serviços,,0,260000,"POWER FITNESS ACADEMIA LTDA - ME",14.521.336/0001-04,"Sociedade Limitada",Simples,,,,,2012,"MUDANÇA DE ESTADO",1,195000,252000,22000,22000,55,12000,2,NENHUM,"VENDO SOMENTE SE FOR 100% DA EMPRESA",6,"CIDADE COM APROXIMADAMENTE 40 MIL HABITANTES, SOMENTE 3 ACADEMIAS, OU SEJA, POUCA CONCORRÊNCIA, LOCALIZADA NO CENTRO DA CIDADE,O RESPONSÁVEL TÉCNICO DA ACADEMIA É FISICULTURISTA E DEVIDAMENTE CREDENCIADO NO CREF. EMPRESA MUITO BEM RECONHECIDA NA REGIÃO.","RUA DOUTOR MOACIR FRANCO, 148",,CENTRO,Outras,"Minas Gerais",Brasil,"ALISSON MEIRELES","034-3671-2639 / 034-9126-9149",alissonmeireles@hotmail.com,
696,"Mercado de vizinhança",,"Supermercados - Mercado",Comércio,,0,200000,"Ekogarten Alimentos",72.297.856/0001-81,"Sociedade Limitada",Simples,"Tem 01 checkout (computador, impressora fiscal, sistema), açougue com balança digital e mecânica, vitrine, câmara fria, serra fita, moedor, amaciador de bife, . Padaria com vitrine fria, estufa, balança digital, forninho, microondas, forno turbo, armário ",50000,,,,"Mudança de ramo",0,0,500000,40000,20000,12,4800,2,,,,"Região central, próximo a colégio, prédios, comércios e industria.","Exp Antonio Carlos Ferreira",,Centro,"Jaraguá do Sul","Santa Catarina",Brasil,Thiago,"47 30540798",thiagoo_rocha@hotmail.com,
697,METALFOX,,"Metal mecânico",Indústria,,0,1500000,"Metalfox Ind Metalurgica Ltda",94.906.377/0001-58,"Sociedade Limitada","Lucro Presumido","CNC e Cold Box",40000,"Espelho para onibus Marcopolo, Ciferal, Linha de produto para agua quente (amanco) e peças sobre encomenda.","Ind Alimentação
Ind Naval
Ind Petrolifera",1992,"Dedicação a outro negócio com ramo de atividade totalmente diferente, não há sinergia.","6144273,75","5289725,47","5282338,27",440000,0,12,,2,ZERO,"50% OU 100%",33,"Empresa com grande penetração em grandes empresas da serra gaucha.","SANTO BORTOLINI","nº 1200","Bela Vista",Outras,"Rio Grande do Sul",Brasil,"Cesar heleno Quadros",5491755666,vendofundicao@gmail.com,
698,"LOJA DE MATERIAIS ELÉTRICOS",0602,Atacadistas,Comércio,,0,160000,"WC3 Comercio de Acionamentos Eletromecânicos LTDA",19.100.823/0001-17,"Sociedade Simples",Simples,"Balcão, Computadores, Banquetas, Máquina de medir cabo",140000,"Cabos elétricos, tomadas, interruptores, eletrocalhas, conexões, eletrodutos, etc",,2013,"Os sócios possuem outras empresas.",0,0,0,40000,15000,60,5000,2,"0 (zero)",Negociável,03,"Atendimento, localização, diversificação entre marcas.","Rua José Theodoro Ribeiro, 1109","WC3 Conectando e Iluminando","Ilha da Figueira","Jaraguá do Sul","Santa Catarina",Brasil,"Carlos Eduardo dos Santos Bueno","47 32738666",carloseduardo@wc3.net.br,carloseduardo1975
699,"INDÚSTRIA GRANDE PORTE",0603,Indústria,Indústria,,0,26000000,,,"Sociedade Limitada","Lucro Presumido","Fabricas em SC, RS. Inaugurando a 3ª indústria em SP em setembro/2014. Terreno de 21 mil m2 na Bahia destinado à construção da 4ª unidade. Patrimônio de cerca de R$ 6.000.000,00.",1800000,,,1987,,15000000,18550000,20800000,2200000,1800000,26,580000,1,Nenhum,"A empresa possui capital de giro próprio de R$ 8.500.000,00.",130,"A empresa tudo que se produzir é vendido a demanda é maior que capacidade por isso a construção das novas fabricas o que vai elevar para ano 2015 o faturamento de Aprox. R$ 40.000.000,00, 
Empresa eleita por Lojistas do segmento como a melhor do Brasil.
",,,,Joinville,"Santa Catarina",Brasil,,,,
700,"Vendo Empresa com Dívidas",,Equipamentos,Indústria,,0,750000,"Rofran Metalurgica Ltda",08.765.739/0001-04,"Sociedade Limitada",Simples,,0,"Equipamentos para Construção Civil",,2007,"Falta de Capital de Giro",1000000,1000000,1000000,150000,0,15,,2,"Aprox. 500.000","A combinar",0,"Equipamentos com alto índice de penetração de mercado a partir de 2015","Av. Permitral Bruno Segalla,nº 207",,Kaiser,Outras,"Rio Grande do Sul",Brasil,"Rodrigo Francisquetti","(54) 8434-5213",rodrigo@rofranrs.com.br,
701,"Prepara Cursos Profissionalizantes e Franquia da Vivo",,Escolas,Serviços,,0,80000,"Prepara Cursos Profissionalizantes",16.658.560/0001-78,"Sociedade Simples",Simples,"Computadores, ar condiconado, etc.",,,,2012,"Mudança para Outro Estado",0,60000,135000,13000,10000,35,5000,2,"Somente as des","Negociável à prazo",4,"Segurança de recebimento da Vivo e recebimento dos alunos a vista","Paracuru :Rua Coronel Meireles 45 sala 01 e 02 Galeria KIKO centro",,Centro,Outras,Ceará,Brasil,"Henrique Miranda","85 88679294",hmiranda001@gmail.com,
702,"VENDA DA MINHA EMPRESA",,Equipamentos,Indústria,,0,3000000,"HINCOL EQUIPAMENTOS HIDRAULICOS LTDA",62.539.408/0001-93,"Sociedade Limitada","Lucro Presumido","EMPRESA MONTADA E PRODUZINDO GUINDASTES VEICULARES, EM BAIXO NIVEL DEVIDO DIFICULDADES E DÍVIDAS.",500000,"GUINDASTES VEICULARES, PLATAFORMAS HIDRÁULICAS, PISTÕES HIDRÁULICOS","REFORMA E MANUTENÇÃO EM GUINDASTES DE DIVERSAS MARCAS, EQUIPAMENTOS HIDRÁULICOS COMO CILINDROS, BOMBAS E TEC",1997,"ACUMULO DE DÍVIDAS, FALECIMENTO DO MEU PAI (PROPRIETÁRIO) CONTRATO SOCIAL ATUALIZADO, INVENTÁRIO PRONTO.",40000000,44000000,32000000,30000000,0,40,0,1,"50.000.000,00","ESTAMOS VENDENDO A EMPRESA, O VALOR É NEGOCIÁVEL, A EMPRESA ESTÁ COM MUITAS DÍVIDAS.",95,"FABRICAMOS GUINDASTES VEICULARES ONDE VÁRIOS RAMOS DE ATIVIDADE UTILIZA ESSES EQUIPAMENTOS, TEMOS UMA AMPLA CARTEIRA DE CLIENTES E JA ENTREGAMOS AO LONGO DOS ANOS MAIS DE 2.800 GUINDASTES EM TODO BRASIL, TEMOS CLIENTES FORTES NO RAMO DE LOGISTICA E USINAS","AV MARIA LYDIA NEVES SPINOLA 781

PONTAL SP CEP 14180-000",,"RES PRIMAVERA",Outras,"São Paulo",Brasil,"HOMERO JR",16-39539120,homero@hincol.com.br,homero@hincol.com.br
703,"parque tematico ",,Outras,Serviços,,0,290000,"vila encantada ltda epp",13.442.669/0001-85,"Sociedade Limitada",Simples,"brinquedos, dinossauros etc",,"loja souvenirs, quiosque e café . ",ingresso,2013,"mudança segmento ",0,0,1000000,80000,80000,45,36000,2,"23 x 16.000","venda de 20% na empresa. aceita proposta ( entrada e saldo a combinar) ",8,"cidade com forte apelo turistico ,parque ao lado de outra grande atraçao turistica. ","rua hermann weege, 204",,centro,Outras,"Santa Catarina",Brasil,"3 socios  ( Everson )",47-99486482,ewald.esportes@yahoo.com.br,
704,"Ademir Rodrigues",,Transportadoras,Serviços,,0,150000,"AR DA SILVA TRANSPORTES ME",10.342.405/0001-61,"Sociedade Simples",Simples,0,0,,"Transportes, Locações e Logistica",2008,Financeiro,1,1,1,1,1,1,1,1,1,Total,2,"Nome da empresa.Goods Express- Transportes, Locações e Logística nome de excelente markeng.Nome para encomendas expressas.","Avenida São Cristovão  Condominio Parque Santa Rita","Bloco 11 Ap.202",Itinga,Outras,Bahia,Brasil,"Ademir Rodrigues",7134840692,rodriguesdasilva.ademir2@gmail.com,goods.express
705,"IND. DE ETIQUETAS",0600,"Papel ",Indústria,,0,2500000,"ETIMA Etiquetas Ltda",83.073.296/0001-06,"Sociedade Simples","Lucro Presumido","Enviada se solicitar. ",,"Rótulos e Etiquetas ","Rótulos, Etiquetas, Fitas adesivas especiais, ",1991,"Continuidade do Negocio, sem sucessão, investimento em expansão industrial, fusão visando aumentar o range de produtos.",7515000,5867000,4244000,400000,185000,17,60000,2,"Total 50% do ativo","Cond. de venda parcelada. Pode ser total ou parcial com a permanência do Sócio ou não.",35,"Qualidade de Produto, Know How (conhecimento técnico em todos os níveis da empresa) sistema de gestão por TI(fomos precursores no setor) somos referência de mercado do setor.","Rua Manoel Francisco da Costa, 1083",,Vieiras,"Norte do Estado","Santa Catarina",Brasil,"Luiz A. Mayer",(47)9973-9925,mayer@etima.com.br,
706,"STARTUP DE TECNOLOGIA ",0610,"Software/aplicativo móvel",Serviços,,0,500000,,,"Sociedade Limitada",Simples,"Startup de tecnologia na área de transportes, logística de entregas rápidas e e-commerce. Nossas soluções visam o
mercado de pessoas físicas e jurídicas, tecnologia já aplicadas e testadas e sendo vendidas e rentabilizadas na cidade de Florianópolis.
",,"Soluções:
- Para as transportadoras: uma plataforma própria - painel administrativo web que permite todo
o gerenciamento dos pedidos de clientes PJ, PF e E-commerces.
- Para as pessoas físicas: um aplicativo mobile para a contratação do serviço.",". Rentabilidade direta por fee mensal e por cada corrida. O Sistema permite uma otimizada e dinâmica interação entre todos os envolvidos nos processos.",2013,"Buscando: Sócios para investir 
De R$ 500.000 a R$ 1.000.000 – Em até 18 meses",,,,,,,,2,"A empresa pode em menos de um ano estar com Ebitda superior a R$ 70.000,00 mensais e com volumes imensuráveis de crescimentos.Pode atuar no mundo todo. ","De R$ 500.000,00 a R$ 1.000.000,00.",6,"Vantagem Competitiva: Modelo de negócios inédito. Diferente dos poucos e recentes ‘players’ do mercado, na nossa solução o usuário contrata uma empresa e não um autônomo. Isso gera confiança, segurança e 100% de disponibilidade para o serviço.",,,,Florianópolis,"Santa Catarina",Brasil,,,,
707,"SOCIO INVESTIDOR",,Distribuidoras,Comércio,,0,600000,"AMPLA COM DISTRIBUIÃO E REPRESENTAÇÃO",15.097.464/0001-35,"Sociedade Limitada",Simples,"01 carro Fiat Uno 2005/2006 financiado, 02 mesas de escritorio, 04 cadeiras de escritorio 04 prateleiras exposição de produtos",24000,"cosmeticos profissional",comercialização,2012,"PROCURO UM ( ou no maximo 03 )SÓCIO INVESTIDOR PARA INTRODUÇÃO ( LANÇAMENTO ) NO MERCADO NACIONAL DE MARCA  E LINHAS PROPRIAS DE COSMETICOS PROFISSIONAL COM TUDO PRONTO ( DOCUMENTAÇÃO E FABRICAÇÃO ).
AMPLA COSMETICOS
",0,60000,90000,90000,45000,30,13500,2,nenhum,"50% capital social da empresa e em todos os negocios que venha ser adquiridos pela mesma",02,"mercado em ascensão ( partindo para 0 2º mercado consumidor do mundo)","Rua Inacio Gomes 51","lj 64","Bom Pastor",Outras,"Minas Gerais",Brasil,"ROBERTO CARVALHO","37-32153889 / 91706683 / 88362448",amplacosmeticos@gmail.com,roberto.carvalho8405
708,"Farmácia de Manipulação",,Medicamentos,Comércio,,0,500000,"NPD Farmácia de Manipulação LTDA",02.249.149/0001-34,"Sociedade Simples",Simples,"todos os equipamentos que constituem uma farmácia de manipulação, desde laboratório, informática, móveis e atendimento. matérias-primas e estoque de embalagens, cápsulas.",,"Produtos manipulados","medicamentos manipulados",1997,"Separação e troca de cidade",1000000,700000,700000,66000,57000,15,6000,2,,"à combinar",12,"Manipulação de medicamentos, Há 17 anos no mercado já com um nome a zelar. qualidade dos medicamentos, controle de qualidade, entrega rápida dos manipulados, equipe treinada e de confiança.","avenida JK, 40",,centro,Joinville,"Santa Catarina",Brasil,"leila regina beria","47 30288082 - 47 88193960",leila@viafarma.com,
709,"Sorelle modas",,Atacadistas,Comércio,,0,60000,"Sorelle Confecções e Presentes Ltda",11.096.451/0001-90,"Sociedade Simples",Simples,,40000,"Vestuario Feminino",,2009,"interesse em outra área de atuação por parte da proprietária!","65026,59","96817,73","130075,55",10000,10000,30,3000,2,,,1,"Clientela formada, loja conhecida e bem comentada pela população da cidade!","Av. Expedicionários 718",,Campo,Outras,"Santa Catarina",Brasil,"Angela Cristina Brocardo",4736224242,loja.sorelle@hotmail.com,
710,"Ind. Fachadas, Luminoso e  Impressos",,Indústria,Indústria,,0,480000,"Visualiza Comunicação Visual Ltda.",06.223.277/0001-60,"Sociedade Limitada",Simples,"maquina de solda mig, dobradeira 2m, cabine de pintura, com exastor, policorte, cnc router 120x130cm Impressora digital roland sp540, mesa de aplicação e corte, plotter de recorte, dobradeira de acrílico,5 computadores, 1 impressora hp Collor, mobiliário ",5000,"luminoso, fachadas, quadros de gestão placas, impressão digital, personalização de veículos ","instalação, manutenção, de paineis e fachadas",2004,aposentadoria,340000,368000,405000,40000,19000,23,12000,2,"176000,00",avista,6,"Marca qualidade, pontualidade, e produtus inovadores, clientela diferenciada, (grandes empresas da região e os melhores escritórios de arquitetura da região e capital. ","Av. Rubem Bento Alves, 2390",Pavilhão,Universitátio,Outras,"Rio Grande do Sul",Brasil,"Gerson Vargas",54-3225.3444,gerson@visualiza.ind.br,
